,Accession,ncbi_AS_scores,ncbi_SH_scores,ncbi_diff_scores,ncbi_pred_class
3908,NCB01887.1,780.3,591.8,188.5,1
3909,WP_031589010.1,973.6,589.0,384.6,1
3910,WP_099411329.1,683.7,958.2,-274.5,0
3911,MBL8966123.1,726.8,630.9,95.89999999999998,1
3912,KIQ26257.1,706.2,992.1,-285.9,0
3913,MBD5450421.1,919.0,603.2,315.79999999999995,1
3914,WP_087167749.1,898.5,603.5,295.0,1
3915,NBH46843.1,927.5,613.2,314.29999999999995,1
3916,WP_118331667.1,924.2,614.7,309.5,1
3917,GFI33302.1,903.1,595.6,307.5,1
3918,WP_186922858.1,709.1,872.6,-163.5,0
3919,KRN50505.1,974.0,589.2,384.79999999999995,1
3920,WP_172666307.1,706.2,991.9,-285.69999999999993,0
3921,WP_183111650.1,706.6,992.9,-286.29999999999995,0
3922,MBD5550954.1,881.7,586.3,295.4000000000001,1
3923,RJU12417.1,706.6,992.8,-286.19999999999993,0
3924,WP_191426573.1,898.4,603.2,295.19999999999993,1
3925,MBD5455582.1,914.4,599.2,315.19999999999993,1
3926,WP_080692709.1,973.8,589.1,384.69999999999993,1
3927,WP_154138432.1,714.7,1017.0,-302.29999999999995,0
3928,WP_094637747.1,860.1,640.6,219.5,1
3929,WP_130535313.1,710.1,935.7,-225.60000000000002,0
3930,WP_035885083.1,973.4,588.6,384.79999999999995,1
3931,NBH84575.1,912.2,602.7,309.5,1
3932,WP_126031016.1,859.4,644.3,215.10000000000002,1
3933,SEI59368.1,973.9,588.8,385.1,1
3934,WP_099395117.1,682.3,963.2,-280.9000000000001,0
3935,WP_074688097.1,973.5,588.6,384.9,1
3936,WP_139719379.1,753.7,639.6,114.10000000000002,1
3937,WP_078514688.1,715.8,1018.0,-302.20000000000005,0
3938,WP_195231056.1,910.8,607.8,303.0,1
3939,TXH40682.1,759.4,680.0,79.39999999999998,1
3940,WP_058892277.1,753.8,640.5,113.29999999999995,1
3941,OEZ84817.1,682.7,966.5,-283.79999999999995,0
3942,KFI84966.1,863.6,652.2,211.39999999999998,1
3943,GFI02663.1,913.2,614.6,298.6,1
3944,SCI52082.1,883.2,592.3,290.9000000000001,1
3945,WP_070303018.1,682.6,966.4,-283.79999999999995,0
3946,NSG91391.1,924.0,609.0,315.0,1
3947,WP_118294133.1,860.4,635.1,225.29999999999995,1
3948,WP_002804841.1,713.5,1004.8,-291.29999999999995,0
3949,NIM35991.1,782.8,577.2,205.5999999999999,1
3950,HCT23466.1,727.3,563.8,163.5,1
3951,WP_179675401.1,692.5,944.0,-251.5,0
3952,WP_150333858.1,804.2,667.5,136.70000000000005,1
3953,WP_191383587.1,923.2,622.8,300.4000000000001,1
3954,WP_002590488.1,923.5,609.5,314.0,1
3955,WP_173689080.1,910.5,607.5,303.0,1
3956,WP_184632526.1,718.1,1019.9,-301.79999999999995,0
3957,WP_193786517.1,863.5,652.2,211.29999999999995,1
3958,WP_173770614.1,923.7,609.2,314.5,1
3959,WP_169241582.1,860.4,645.2,215.19999999999993,1
3960,WP_087178874.1,931.5,621.1,310.4,1
3961,MBK8921023.1,777.1,588.0,189.10000000000002,1
3962,WP_072723383.1,861.1,638.6,222.5,1
3963,WP_070272307.1,699.7,960.8,-261.0999999999999,0
3964,WP_005920687.1,715.7,1018.3,-302.5999999999999,0
3965,WP_129471078.1,710.9,923.8,-212.89999999999998,0
3966,SFK78620.1,927.0,583.6,343.4,1
3967,WP_033836817.1,714.7,1017.3,-302.5999999999999,0
3968,WP_163196681.1,851.4,652.8,198.60000000000002,1
3969,MBK6931048.1,776.6,587.9,188.70000000000005,1
3970,MBK6479762.1,741.4,565.7,175.69999999999993,1
3971,NBI98627.1,925.3,613.5,311.79999999999995,1
3972,WP_118636857.1,897.2,602.1,295.1,1
3973,WP_104627877.1,710.5,1011.3,-300.79999999999995,0
3974,MBK7439033.1,741.5,565.8,175.70000000000005,1
3975,MBK7372404.1,741.1,565.7,175.39999999999998,1
3976,WP_093960728.1,859.7,644.3,215.4000000000001,1
3977,WP_102585253.1,716.9,1017.4,-300.5,0
3978,SDW44208.1,974.0,588.5,385.5,1
3979,MBD8658315.1,653.1,875.0,-221.89999999999998,0
3980,NSG38873.1,935.5,618.5,317.0,1
3981,HFQ94266.1,651.1,608.2,42.89999999999998,1
3982,WP_065551954.1,927.5,618.0,309.5,1
3983,WP_074417508.1,779.8,577.7,202.0999999999999,1
3984,NTU62389.1,505.3,429.2,76.10000000000002,1
3985,WP_192884284.1,707.3,993.6,-286.30000000000007,0
3986,WP_193057491.1,862.5,638.4,224.10000000000002,1
3987,WP_053502580.1,708.7,1013.6,-304.9,0
3988,HAD22991.1,973.8,588.4,385.4,1
3989,WP_117557397.1,913.3,614.7,298.5999999999999,1
3990,MBD5508955.1,927.2,631.3,295.9000000000001,1
3991,WP_132137945.1,677.2,939.9,-262.69999999999993,0
3992,WP_087173832.1,921.2,624.2,297.0,1
3993,EOS39464.1,921.7,611.6,310.1,1
3994,WP_074686325.1,973.5,588.3,385.20000000000005,1
3995,MBE5998504.1,940.8,600.9,339.9,1
3996,WP_161054602.1,690.6,946.6,-256.0,0
3997,HBG67086.1,973.0,587.7,385.29999999999995,1
3998,WP_138373329.1,898.5,603.4,295.1,1
3999,MBK8510724.1,739.8,563.1,176.69999999999993,1
4000,PKB22531.1,684.6,968.6,-284.0,0
4001,WP_002565116.1,919.3,609.0,310.29999999999995,1
4002,EDP16190.1,919.8,609.3,310.5,1
4003,WP_181921412.1,707.8,993.0,-285.20000000000005,0
4004,MBL0110141.1,740.1,562.7,177.39999999999998,1
4005,WP_194611078.1,954.5,597.0,357.5,1
4006,WP_087164530.1,908.4,620.8,287.6,1
4007,WP_139090778.1,686.5,966.2,-279.70000000000005,0
4008,MBD5500728.1,916.8,604.1,312.69999999999993,1
4009,WP_050912563.1,707.3,990.3,-283.0,0
4010,WP_161016259.1,687.2,950.2,-263.0,0
4011,WP_081345371.1,973.0,587.4,385.6,1
4012,MBK9677684.1,741.5,566.3,175.20000000000005,1
4013,SFY30544.1,681.5,964.0,-282.5,0
4014,WP_116113066.1,767.6,652.8,114.80000000000007,1
4015,WP_188798508.1,661.7,854.5,-192.79999999999995,0
4016,WP_115513849.1,715.2,1001.1,-285.9,0
4017,WP_005912068.1,715.7,1018.2,-302.5,0
4018,RFF77406.1,707.8,993.2,-285.4000000000001,0
4019,MBD5485603.1,915.4,607.7,307.69999999999993,1
4020,WP_087253519.1,899.0,602.8,296.20000000000005,1
4021,SDL98826.1,973.4,587.6,385.79999999999995,1
4022,WP_191432407.1,913.5,609.1,304.4,1
4023,WP_186627972.1,769.4,664.2,105.19999999999993,1
4024,WP_072457375.1,681.5,963.9,-282.4,0
4025,WP_002593490.1,924.9,617.8,307.1,1
4026,WP_193552180.1,706.9,992.0,-285.1,0
4027,MBC7688828.1,768.7,555.9,212.80000000000007,1
4028,WP_075287929.1,707.3,990.5,-283.20000000000005,0
4029,OYY61565.1,739.8,556.2,183.5999999999999,1
4030,WP_076778728.1,923.2,620.8,302.4000000000001,1
4031,NBI57606.1,921.7,611.6,310.1,1
4032,WP_029820235.1,716.3,1017.1,-300.80000000000007,0
4033,WP_126941396.1,714.9,1004.7,-289.80000000000007,0
4034,WP_159468802.1,776.1,566.3,209.80000000000007,1
4035,NSK00714.1,931.7,614.5,317.20000000000005,1
4036,WP_120485535.1,832.2,616.1,216.10000000000002,1
4037,WP_199611796.1,934.2,613.8,320.4000000000001,1
4038,WP_100876746.1,684.6,968.5,-283.9,0
4039,WP_118018715.1,920.7,609.0,311.70000000000005,1
4040,WP_104575542.1,714.4,1017.1,-302.70000000000005,0
4041,WP_031547456.1,933.8,594.6,339.19999999999993,1
4042,WP_016316615.1,831.6,615.6,216.0,1
4043,WP_002572291.1,921.1,609.2,311.9,1
4044,NIV40726.1,534.6,363.8,170.8,1
4045,WP_117625991.1,920.4,609.4,311.0,1
4046,WP_089776453.1,921.3,611.4,309.9,1
4047,WP_186947288.1,703.2,894.9,-191.69999999999993,0
4048,RHC54826.1,920.9,609.1,311.79999999999995,1
4049,WP_195255833.1,865.5,651.2,214.29999999999995,1
4050,WP_117822649.1,908.1,601.1,307.0,1
4051,HCO41809.1,889.4,597.9,291.5,1
4052,WP_161911004.1,832.3,616.0,216.29999999999995,1
4053,WP_173749285.1,921.2,622.3,298.9000000000001,1
4054,WP_029216948.1,707.1,990.4,-283.29999999999995,0
4055,WP_078562823.1,718.1,1021.1,-303.0,0
4056,WP_195636411.1,922.1,610.1,312.0,1
4057,EOS53148.1,922.8,617.3,305.5,1
4058,WP_002575355.1,922.5,609.3,313.20000000000005,1
4059,WP_138375814.1,863.0,652.0,211.0,1
4060,WP_154563088.1,785.3,647.5,137.79999999999995,1
4061,WP_011038457.1,707.1,990.6,-283.5,0
4062,WP_118569033.1,923.1,613.5,309.6,1
4063,RGG63653.1,932.4,613.2,319.19999999999993,1
4064,WP_055089567.1,814.4,670.0,144.39999999999998,1
4065,WP_173699937.1,905.5,599.2,306.29999999999995,1
4066,WP_055226444.1,893.2,603.1,290.1,1
4067,WP_071075975.1,697.5,967.0,-269.5,0
4068,MBK8282415.1,739.7,564.3,175.4000000000001,1
4069,MBK6390650.1,740.7,563.9,176.80000000000007,1
4070,WP_055266606.1,893.8,602.9,290.9,1
4071,WP_173876917.1,926.9,619.6,307.29999999999995,1
4072,WP_196990198.1,771.7,573.6,198.10000000000002,1
4073,HAH75557.1,973.4,588.0,385.4,1
4074,EOS70915.1,903.1,599.6,303.5,1
4075,EJN84423.1,797.3,647.5,149.79999999999995,1
4076,WP_118571258.1,923.2,613.5,309.70000000000005,1
4077,EOS44339.1,928.9,615.3,313.6,1
4078,MBL0153717.1,787.0,586.6,200.39999999999998,1
4079,WP_131074630.1,709.5,1014.4,-304.9,0
4080,OHV98806.1,697.4,963.5,-266.1,0
4081,WP_022461830.1,893.8,602.9,290.9,1
4082,WP_181921915.1,706.5,993.3,-286.79999999999995,0
4083,SNU06055.1,940.7,604.3,336.4000000000001,1
4084,RFF57927.1,706.8,991.1,-284.30000000000007,0
4085,WP_186892722.1,700.1,866.2,-166.10000000000002,0
4086,RFF52546.1,706.5,993.5,-287.0,0
4087,WP_082551546.1,664.9,931.8,-266.9,0
4088,MBI2243919.1,739.0,610.0,129.0,1
4089,MBD5395138.1,920.6,604.6,316.0,1
4090,MBD5150220.1,872.2,568.7,303.5,1
4091,WP_022214977.1,935.8,617.0,318.79999999999995,1
4092,WP_173826179.1,908.9,600.5,308.4,1
4093,PJC70973.1,697.3,515.1,182.19999999999993,1
4094,WP_039421615.1,713.6,1004.0,-290.4,0
4095,WP_119207626.1,894.2,602.4,291.80000000000007,1
4096,WP_117509038.1,894.1,602.4,291.70000000000005,1
4097,WP_103240473.1,922.2,611.3,310.9000000000001,1
4098,WP_070694283.1,706.8,991.3,-284.5,0
4099,WP_104591340.1,717.8,1019.3,-301.5,0
4100,WP_019304830.1,706.7,1009.6,-302.9,0
4101,WP_154832613.1,715.3,1017.3,-302.0,0
4102,HCW23533.1,947.8,604.8,343.0,1
4103,WP_098544146.1,753.3,577.9,175.39999999999998,1
4104,WP_118600604.1,894.2,602.4,291.80000000000007,1
4105,WP_127165467.1,716.3,1013.0,-296.70000000000005,0
4106,WP_199705003.1,933.7,615.6,318.1,1
4107,WP_152209837.1,860.4,653.9,206.5,1
4108,WP_198925496.1,516.8,356.3,160.49999999999994,1
4109,KQV91417.1,665.6,933.9,-268.29999999999995,0
4110,WP_102251300.1,712.7,1014.0,-301.29999999999995,0
4111,WP_166769043.1,717.0,1019.4,-302.4,0
4112,WP_033485078.1,718.4,1020.6,-302.20000000000005,0
4113,WP_117804046.1,894.6,602.3,292.30000000000007,1
4114,WP_104595106.1,712.4,1015.1,-302.70000000000005,0
4115,WP_053054073.1,716.1,1017.8,-301.69999999999993,0
4116,PTL28424.1,939.4,608.8,330.6,1
4117,MZT64850.1,931.9,614.8,317.1,1
4118,WP_197536669.1,771.6,644.3,127.30000000000007,1
4119,WP_125982246.1,857.4,641.9,215.5,1
4120,WP_071117495.1,716.6,1018.5,-301.9,0
4121,RKJ57039.1,895.8,614.1,281.69999999999993,1
4122,WP_075669502.1,903.4,597.9,305.5,1
4123,WP_081890091.1,861.7,656.4,205.30000000000007,1
4124,WP_102596720.1,724.2,1012.6,-288.4,0
4125,WP_039406232.1,713.9,1005.5,-291.6,0
4126,WP_065032388.1,718.1,1019.1,-301.0,0
4127,MBF9030915.1,804.5,698.1,106.39999999999998,1
4128,WP_204162806.1,918.5,604.8,313.70000000000005,1
4129,WP_195956533.1,858.4,648.2,210.19999999999993,1
4130,WP_200275939.1,720.0,606.3,113.70000000000005,1
4131,WP_100512937.1,847.1,648.1,199.0,1
4132,WP_193725660.1,706.3,991.5,-285.20000000000005,0
4133,PKV46268.1,692.4,965.6,-273.20000000000005,0
4134,MBD5084840.1,906.7,619.1,287.6,1
4135,WP_173902072.1,933.2,614.0,319.20000000000005,1
4136,WP_173744158.1,927.9,615.6,312.29999999999995,1
4137,WP_101484763.1,692.4,965.5,-273.1,0
4138,WP_117835603.1,903.9,599.4,304.5,1
4139,WP_107874369.1,676.9,947.8,-270.9,0
4140,WP_118711512.1,913.5,614.7,298.79999999999995,1
4141,WP_011052311.1,716.2,1018.2,-302.0,0
4142,WP_189345133.1,693.7,863.1,-169.39999999999998,0
4143,WP_078584134.1,716.8,1020.0,-303.20000000000005,0
4144,MBD8991292.1,930.7,615.7,315.0,1
4145,WP_118217609.1,908.2,600.7,307.5,1
4146,WP_059032251.1,716.6,1018.1,-301.5,0
4147,MBE6029499.1,867.5,616.3,251.20000000000005,1
4148,MBE6005989.1,946.5,603.2,343.29999999999995,1
4149,WP_047127223.1,715.6,1014.1,-298.5,0
4150,WP_192925967.1,934.1,614.7,319.4,1
4151,WP_126969946.1,714.6,1018.9,-304.29999999999995,0
4152,WP_195503002.1,908.2,600.0,308.20000000000005,1
4153,EOS73788.1,920.0,610.7,309.29999999999995,1
4154,WP_104598263.1,709.7,1006.7,-297.0,0
4155,MBK8778662.1,739.0,562.5,176.5,1
4156,WP_195250092.1,908.3,600.7,307.5999999999999,1
4157,OOX20053.1,711.1,1015.6,-304.5,0
4158,NDO47991.1,923.4,615.1,308.29999999999995,1
4159,WP_107140922.1,669.7,921.0,-251.29999999999995,0
4160,WP_033493489.1,856.5,640.5,216.0,1
4161,WP_100496931.1,866.0,647.1,218.89999999999998,1
4162,WP_135073226.1,767.2,665.7,101.5,1
4163,MBK7608047.1,738.7,562.4,176.30000000000007,1
4164,WP_100494641.1,860.8,656.0,204.79999999999995,1
4165,WP_022219868.1,907.3,600.3,307.0,1
4166,MBF1250448.1,941.6,610.8,330.80000000000007,1
4167,WP_118198788.1,907.9,600.7,307.19999999999993,1
4168,WP_196002970.1,918.8,610.2,308.5999999999999,1
4169,SDZ83383.1,950.2,600.8,349.4000000000001,1
4170,SEI89529.1,898.0,603.6,294.4,1
4171,WP_117555421.1,907.6,600.0,307.6,1
4172,NSG18566.1,933.7,616.2,317.5,1
4173,WP_005993139.1,714.5,1004.2,-289.70000000000005,0
4174,WP_024745639.1,708.9,1011.1,-302.20000000000005,0
4175,WP_167709662.1,716.0,1018.5,-302.5,0
4176,TPF97857.1,858.9,637.9,221.0,1
4177,MBD5133839.1,899.6,620.4,279.20000000000005,1
4178,WP_126967885.1,715.9,1018.6,-302.70000000000005,0
4179,WP_117555443.1,855.0,636.0,219.0,1
4180,HCT92581.1,894.9,603.5,291.4,1
4181,WP_195510043.1,902.1,597.0,305.1,1
4182,WP_173690700.1,905.1,600.5,304.6,1
4183,WP_075285342.1,704.5,992.3,-287.79999999999995,0
4184,PTW77827.1,677.8,949.2,-271.4000000000001,0
4185,WP_173692589.1,904.3,597.5,306.79999999999995,1
4186,WP_184231389.1,712.4,1014.3,-301.9,0
4187,RJW37716.1,914.7,615.8,298.9000000000001,1
4188,WP_127159770.1,718.5,1017.8,-299.29999999999995,0
4189,WP_168973472.1,844.9,631.0,213.89999999999998,1
4190,NLD29516.1,891.6,595.4,296.20000000000005,1
4191,WP_195368920.1,906.7,600.0,306.70000000000005,1
4192,WP_161143784.1,858.9,648.9,210.0,1
4193,CDF23670.1,924.9,618.6,306.29999999999995,1
4194,WP_187305916.1,704.5,992.1,-287.6,0
4195,HAS74931.1,735.0,567.3,167.70000000000005,1
4196,WP_195256578.1,859.2,648.5,210.70000000000005,1
4197,WP_195530644.1,891.2,597.8,293.4000000000001,1
4198,WP_195412576.1,906.1,600.0,306.1,1
4199,WP_057570999.1,919.9,610.1,309.79999999999995,1
4200,RHV01673.1,932.0,614.6,317.4,1
4201,WP_184407665.1,712.7,999.1,-286.4,0
4202,WP_019301402.1,707.0,1009.8,-302.79999999999995,0
4203,WP_054265023.1,671.9,902.5,-230.60000000000002,0
4204,WP_094662221.1,859.7,637.3,222.4000000000001,1
4205,MBC7651707.1,690.3,516.0,174.29999999999995,1
4206,WP_133993177.1,689.1,962.6,-273.5,0
4207,BBJ99527.1,705.1,989.3,-284.19999999999993,0
4208,WP_195488739.1,901.9,597.9,304.0,1
4209,WP_172973882.1,705.1,989.1,-284.0,0
4210,TDY33468.1,689.2,962.7,-273.5,0
4211,WP_181160719.1,859.5,638.1,221.39999999999998,1
4212,WP_117822669.1,854.1,635.8,218.30000000000007,1
4213,WP_202962053.1,858.6,641.7,216.89999999999998,1
4214,WP_102253452.1,714.7,1017.7,-303.0,0
4215,WP_173685754.1,906.1,599.2,306.9,1
4216,MBD8625419.1,653.0,875.2,-222.20000000000005,0
4217,WP_078568413.1,717.3,1018.8,-301.5,0
4218,WP_101838606.1,709.2,1011.1,-301.9,0
4219,WP_055297620.1,906.9,600.1,306.79999999999995,1
4220,WP_118639891.1,890.7,600.8,289.9000000000001,1
4221,WP_031424290.1,711.4,1014.3,-302.9,0
4222,WP_126941744.1,715.9,1012.6,-296.70000000000005,0
4223,WP_040942238.1,701.8,988.8,-287.0,0
4224,WP_081643995.1,895.4,597.5,297.9,1
4225,MBD8724831.1,653.0,875.1,-222.10000000000002,0
4226,MBK9983924.1,785.0,580.4,204.60000000000002,1
4227,WP_195371497.1,907.8,599.2,308.5999999999999,1
4228,MBE5871074.1,926.7,602.1,324.6,1
4229,WP_173791307.1,860.4,651.7,208.69999999999993,1
4230,WP_078586139.1,715.4,1017.3,-301.9,0
4231,WP_027640549.1,921.4,608.6,312.79999999999995,1
4232,WP_055158555.1,906.7,599.9,306.80000000000007,1
4233,WP_080640025.1,701.8,989.1,-287.30000000000007,0
4234,HBJ52620.1,834.2,641.1,193.10000000000002,1
4235,WP_122272351.1,716.7,1017.5,-300.79999999999995,0
4236,MBD8629855.1,654.0,877.1,-223.10000000000002,0
4237,WP_104575317.1,717.4,1017.5,-300.1,0
4238,WP_166774137.1,719.4,1018.3,-298.9,0
4239,WP_022558502.1,717.5,1013.3,-295.79999999999995,0
4240,WP_033506069.1,843.5,626.8,216.70000000000005,1
4241,GER00802.1,654.2,670.6,-16.399999999999977,0
4242,WP_117890801.1,869.2,655.6,213.60000000000002,1
4243,WP_127169709.1,715.1,1015.8,-300.69999999999993,0
4244,WP_117598539.1,857.1,646.9,210.20000000000005,1
4245,WP_184621430.1,712.6,999.8,-287.19999999999993,0
4246,WP_092322366.1,922.8,585.3,337.5,1
4247,RKI81518.1,912.6,623.6,289.0,1
4248,WP_048483639.1,711.3,1013.6,-302.30000000000007,0
4249,WP_173735804.1,934.4,618.4,316.0,1
4250,WP_104623692.1,716.0,1016.4,-300.4,0
4251,WP_011407762.1,708.2,1015.8,-307.5999999999999,0
4252,WP_130837780.1,934.0,597.6,336.4,1
4253,HBN56518.1,910.2,601.7,308.5,1
4254,WP_163193609.1,835.6,640.5,195.10000000000002,1
4255,HAE43814.1,755.6,574.8,180.80000000000007,1
4256,WP_112482615.1,920.9,608.2,312.69999999999993,1
4257,WP_117812878.1,889.1,596.9,292.20000000000005,1
4258,WP_117760354.1,891.5,600.9,290.6,1
4259,WP_042838641.1,711.9,1015.3,-303.4,0
4260,WP_128418263.1,711.8,1001.8,-290.0,0
4261,WP_057671568.1,704.3,991.3,-287.0,0
4262,WP_040244899.1,715.2,1016.0,-300.79999999999995,0
4263,GFI49431.1,899.4,598.9,300.5,1
4264,WP_034518572.1,835.3,641.2,194.0999999999999,1
4265,WP_066731179.1,902.0,609.0,293.0,1
4266,WP_007156392.1,904.5,610.3,294.20000000000005,1
4267,CEE70725.1,713.6,1013.8,-300.19999999999993,0
4268,SCI95648.1,920.5,617.6,302.9,1
4269,WP_021772970.1,951.6,614.3,337.30000000000007,1
4270,WP_195942328.1,868.5,654.0,214.5,1
4271,NCD05042.1,788.4,615.9,172.5,1
4272,CDB64402.1,920.1,609.6,310.5,1
4273,RHQ56767.1,921.0,617.2,303.79999999999995,1
4274,CEN59105.1,704.3,991.5,-287.20000000000005,0
4275,WP_119198156.1,890.7,601.2,289.5,1
4276,WP_090324984.1,683.2,948.4,-265.19999999999993,0
4277,KIR02372.1,925.1,613.6,311.5,1
4278,GFI57878.1,877.8,593.8,284.0,1
4279,AAW74352.1,708.2,1015.6,-307.4,0
4280,WP_196321093.1,833.4,640.9,192.5,1
4281,NLA92627.1,740.8,598.4,142.39999999999998,1
4282,EFE91531.1,950.1,615.8,334.30000000000007,1
4283,WP_107981520.1,678.0,948.7,-270.70000000000005,0
4284,WP_195250083.1,849.4,631.4,218.0,1
4285,HAP75637.1,654.9,615.9,39.0,1
4286,WP_152355275.1,845.0,629.0,216.0,1
4287,MBE6045787.1,870.4,607.1,263.29999999999995,1
4288,PWM34052.1,854.8,637.6,217.19999999999993,1
4289,PTW24382.1,678.9,950.1,-271.20000000000005,0
4290,WP_089111721.1,717.3,1014.4,-297.1,0
4291,AHF24012.1,920.4,617.3,303.1,1
4292,MBE5959515.1,936.2,586.3,349.9000000000001,1
4293,EOS77651.1,913.3,599.2,314.0999999999999,1
4294,WP_080821838.1,833.2,640.8,192.4000000000001,1
4295,WP_082565370.1,691.2,966.5,-275.29999999999995,0
4296,WP_168983601.1,843.7,628.1,215.60000000000002,1
4297,SNT93419.1,918.1,625.9,292.20000000000005,1
4298,WP_175611867.1,701.7,988.8,-287.0999999999999,0
4299,WP_166765782.1,714.0,1013.0,-299.0,0
4300,WP_033505338.1,861.0,634.3,226.70000000000005,1
4301,WP_003483428.1,716.5,1017.0,-300.5,0
4302,WP_103092989.1,715.4,1011.8,-296.4,0
4303,WP_101452481.1,843.5,628.0,215.5,1
4304,WP_104561152.1,713.2,1013.2,-300.0,0
4305,MBD5518077.1,920.9,628.1,292.79999999999995,1
4306,WP_144367293.1,869.2,656.0,213.20000000000005,1
4307,WP_075245682.1,706.4,1014.4,-308.0,0
4308,KQZ40965.1,691.2,967.0,-275.79999999999995,0
4309,TXE22745.1,667.2,917.9,-250.69999999999993,0
4310,WP_101625480.1,864.2,657.7,206.5,1
4311,RFF47016.1,701.7,988.7,-287.0,0
4312,WP_118175817.1,868.2,655.1,213.10000000000002,1
4313,CVI67826.1,919.4,606.2,313.19999999999993,1
4314,WP_044757068.1,707.6,1015.1,-307.5,0
4315,WP_007963297.1,717.8,1013.1,-295.30000000000007,0
4316,WP_163429396.1,939.1,590.6,348.5,1
4317,WP_196321838.1,834.9,640.8,194.10000000000002,1
4318,WP_007971203.1,717.1,1013.9,-296.79999999999995,0
4319,WP_099207320.1,718.1,1012.9,-294.79999999999995,0
4320,WP_183684767.1,903.8,608.3,295.5,1
4321,HCL10615.1,552.0,430.7,121.30000000000001,1
4322,WP_118110954.1,868.4,654.6,213.79999999999995,1
4323,WP_055158233.1,868.7,654.7,214.0,1
4324,RKI39237.1,903.5,610.3,293.20000000000005,1
4325,WP_026503152.1,844.4,629.2,215.19999999999993,1
4326,WP_118106846.1,868.8,654.3,214.5,1
4327,WP_014504548.1,710.6,1011.8,-301.19999999999993,0
4328,WP_003842696.1,834.6,642.4,192.20000000000005,1
4329,WP_104648797.1,711.2,1013.4,-302.19999999999993,0
4330,WP_046344237.1,714.4,1015.7,-301.30000000000007,0
4331,KFJ08006.1,845.7,629.7,216.0,1
4332,WP_117908610.1,868.5,654.5,214.0,1
4333,WP_196330044.1,833.0,639.1,193.89999999999998,1
4334,WP_004036602.1,913.5,608.4,305.1,1
4335,WP_133265369.1,709.7,1014.4,-304.69999999999993,0
4336,EHO16106.1,915.0,585.4,329.6,1
4337,CDA14898.1,864.6,647.5,217.10000000000002,1
4338,SCH07957.1,866.0,648.0,218.0,1
4339,NBI86079.1,898.6,603.3,295.30000000000007,1
4340,WP_117915879.1,869.4,655.8,213.60000000000002,1
4341,WP_104560021.1,711.5,1014.9,-303.4,0
4342,MBD5480857.1,915.2,609.2,306.0,1
4343,WP_186995485.1,927.7,613.5,314.20000000000005,1
4344,WP_003837488.1,831.2,638.0,193.20000000000005,1
4345,WP_195451559.1,835.1,641.3,193.80000000000007,1
4346,PYF18766.1,691.2,942.2,-251.0,0
4347,WP_119130967.1,712.6,1014.7,-302.1,0
4348,WP_110845529.1,691.4,945.4,-254.0,0
4349,EOS31565.1,921.1,600.5,320.6,1
4350,WP_184625865.1,716.8,1016.9,-300.1,0
4351,WP_166749260.1,711.5,1004.1,-292.6,0
4352,WP_152808481.1,695.8,954.1,-258.30000000000007,0
4353,HAP03462.1,933.1,592.5,340.6,1
4354,MTA13228.1,768.1,708.9,59.200000000000045,1
4355,WP_118666280.1,889.4,595.4,294.0,1
4356,RXV86707.1,921.7,600.6,321.1,1
4357,WP_118198793.1,854.0,636.7,217.29999999999995,1
4358,MBF1004368.1,922.9,612.3,310.6,1
4359,WP_038498336.1,686.8,943.8,-257.0,0
4360,MBD8540766.1,651.0,870.6,-219.60000000000002,0
4361,OAD88126.1,922.3,619.1,303.19999999999993,1
4362,WP_155204400.1,867.5,653.0,214.5,1
4363,WP_117835226.1,866.4,649.6,216.79999999999995,1
4364,WP_117875006.1,866.2,649.9,216.30000000000007,1
4365,WP_055172641.1,867.3,653.4,213.89999999999998,1
4366,WP_116905883.1,710.6,1008.1,-297.5,0
4367,WP_099804621.1,717.0,1014.5,-297.5,0
4368,WP_118718998.1,889.0,595.7,293.29999999999995,1
4369,WP_196794823.1,950.6,615.7,334.9,1
4370,WP_029220852.1,710.0,999.0,-289.0,0
4371,HCM92144.1,938.1,603.9,334.20000000000005,1
4372,CDG80999.1,686.9,943.9,-257.0,0
4373,WP_064629289.1,710.9,1007.1,-296.20000000000005,0
4374,WP_184389231.1,713.2,1006.3,-293.0999999999999,0
4375,WP_144885224.1,789.8,575.3,214.5,1
4376,WP_055218108.1,888.6,595.6,293.0,1
4377,WP_039429378.1,696.9,968.8,-271.9,0
4378,WP_184362040.1,710.3,1010.2,-299.9000000000001,0
4379,WP_055146779.1,866.2,652.9,213.30000000000007,1
4380,CBL25412.1,867.4,653.6,213.79999999999995,1
4381,NBJ93592.1,921.1,609.5,311.6,1
4382,WP_126944524.1,712.4,1014.0,-301.6,0
4383,WP_195997735.1,889.5,594.8,294.70000000000005,1
4384,HAT02822.1,925.4,612.3,313.1,1
4385,EEQ56866.1,914.2,614.5,299.70000000000005,1
4386,OKZ49483.1,919.7,616.9,302.80000000000007,1
4387,MBD5535486.1,918.2,610.2,308.0,1
4388,WP_024710594.1,711.0,1013.4,-302.4,0
4389,WP_121671235.1,681.6,957.8,-276.19999999999993,0
4390,NBZ99010.1,661.0,838.9,-177.89999999999998,0
4391,WP_117826959.1,867.9,654.4,213.5,1
4392,WP_184630522.1,713.4,1014.0,-300.6,0
4393,HBG96367.1,656.5,564.2,92.29999999999995,1
4394,MBF1008668.1,923.6,610.6,313.0,1
4395,NDB43067.1,661.3,839.4,-178.10000000000002,0
