,accession,has_S
3121,WP_072296628.1,0
3122,NBK90931.1,0
3123,NBB80500.1,0
3124,WP_055171995.1,0
3125,WP_094741282.1,0
3126,NSF26437.1,0
3127,WP_076131373.1,0
3128,WP_097044159.1,0
3129,WP_147644740.1,0
3130,WP_117506309.1,0
3131,WP_179962913.1,0
3132,MBL7725939.1,0
3133,WP_152825251.1,0
3134,WP_195280273.1,0
3135,WP_062820603.1,0
3136,GEO30541.1,0
3137,CUQ86227.1,0
3138,WP_156062285.1,0
3139,WP_179979028.1,0
3140,NSG22644.1,0
3141,WP_179985512.1,0
3142,WP_195565927.1,0
3143,WP_118109937.1,0
3144,WP_082419119.1,0
3145,WP_117540612.1,0
3146,WP_179985481.1,0
3147,NSG63811.1,0
3148,WP_108773055.1,0
3149,RGH37905.1,0
3150,WP_118178162.1,0
3151,WP_004053696.1,0
3152,RZW12705.1,0
3153,MBI1780387.1,0
3154,WP_118613978.1,0
3155,WP_117845596.1,0
3156,WP_167582144.1,0
3157,WP_173697699.1,0
3158,SCH91343.1,0
3159,WP_021606257.1,0
3160,WP_117836001.1,0
3161,BAK37754.1,0
3162,RHV00529.1,0
3163,RIK16294.1,0
3164,WP_097783253.1,0
3165,WP_009402558.1,0
3166,WP_094720880.1,0
3167,WP_075411390.1,0
3168,NNL36264.1,0
3169,WP_118669975.1,0
3170,WP_193501775.1,0
3171,WP_002548447.1,0
3172,CUN40584.1,0
3173,WP_118247694.1,0
3174,WP_118610833.1,0
3175,WP_180214179.1,0
3176,CUP08515.1,0
3177,WP_186864561.1,0
3178,WP_118566409.1,0
3179,WP_037105855.1,0
3180,WP_117861017.1,0
3181,WP_081026358.1,0
3182,WP_196002237.1,0
3183,CDC16967.1,0
3184,WP_182165589.1,1
3185,RHU79644.1,0
3186,WP_202031354.1,0
3187,WP_173701898.1,0
3188,WP_118516061.1,0
3189,WP_173720173.1,0
3190,WP_117916312.1,0
3191,HAS20778.1,0
3192,CUN83142.1,0
3193,WP_118341690.1,0
3194,WP_186954898.1,1
3195,WP_118330027.1,0
3196,NND21143.1,0
3197,WP_173696235.1,0
3198,WP_118408988.1,0
3199,WP_055052607.1,0
3200,WP_178087534.1,0
3201,WP_175442978.1,0
3202,HCL82782.1,0
3203,WP_068102368.1,0
3204,WP_055157224.1,0
3205,WP_173741558.1,0
3206,WP_179961388.1,0
3207,CDD77892.1,0
3208,WP_155204605.1,0
3209,CUM92729.1,0
3210,WP_179976458.1,0
3211,WP_062808317.1,0
3212,MZT36271.1,0
3213,WP_020994063.1,0
3214,WP_101559285.1,0
3215,WP_144137246.1,0
3216,WP_108834038.1,0
3217,WP_202048480.1,0
3218,MBD9163823.1,0
3219,WP_072857746.1,0
3220,WP_130923609.1,0
3221,NSE02478.1,0
3222,WP_118339012.1,0
3223,WP_021609715.1,0
3224,WP_156061830.1,0
3225,ESL12794.1,0
3226,WP_084118410.1,0
3227,MBL7707732.1,0
3228,WP_161298995.1,0
3229,WP_090651183.1,0
3230,WP_055161772.1,0
3231,HAK12247.1,0
3232,WP_129257997.1,0
3233,WP_174209287.1,0
3234,WP_118626439.1,0
3235,WP_089246654.1,0
3236,NDA62154.1,0
3237,WP_178529773.1,0
3238,CBL26996.1,0
3239,WP_173761347.1,0
3240,WP_173738070.1,0
3241,CBL22253.1,0
3242,WP_196717090.1,0
3243,WP_087184856.1,0
3244,WP_141424650.1,0
3245,NSD28291.1,0
3246,WP_044926039.1,0
3247,WP_192925835.1,0
3248,WP_130870795.1,0
3249,WP_138575357.1,0
3250,SDD92116.1,0
3251,WP_076252631.1,0
3252,RHS76481.1,0
3253,WP_059086411.1,0
3254,MBD8972832.1,0
3255,WP_068366682.1,0
3256,WP_173756510.1,0
3257,WP_118411303.1,0
3258,WP_161233242.1,0
3259,WP_076136020.1,0
3260,NNF91944.1,0
3261,HAT82464.1,0
3262,WP_193599933.1,0
3263,WP_195656999.1,0
3264,NMD06656.1,0
3265,WP_186292811.1,0
3266,WP_091409661.1,0
3267,WP_033418364.1,0
3268,RGS14798.1,0
3269,WP_163427415.1,0
3270,WP_161846371.1,0
3271,WP_055763314.1,0
3272,WP_195456382.1,0
3273,WP_117676997.1,0
3274,WP_167323828.1,0
3275,WP_173739851.1,0
3276,SCI21184.1,0
3277,WP_139082218.1,0
3278,WP_182465508.1,0
3279,WP_138271044.1,0
3280,WP_161324047.1,0
3281,WP_121057056.1,0
3282,VTX90403.1,0
3283,WP_016215138.1,0
3284,WP_174088648.1,0
3285,WP_067779665.1,0
3286,WP_181988228.1,0
3287,EFB75227.1,0
3288,WP_173746385.1,0
3289,WP_114002676.1,0
3290,CDA06005.1,0
3291,WP_118050323.1,0
3292,WP_118554023.1,0
3293,WP_117592596.1,0
3294,WP_195274671.1,0
3295,WP_161283202.1,0
3296,WP_161286703.1,0
3297,EDM88711.1,0
3298,WP_090164516.1,0
3299,WP_087188252.1,0
3300,WP_186299980.1,0
3301,WP_060957052.1,0
3302,WP_081703174.1,0
3303,WP_167146968.1,0
3304,WP_110257844.1,1
3305,NSJ94802.1,0
3306,WP_009232757.1,0
3307,WP_036254651.1,0
3308,WP_109566195.1,0
3309,WP_194948868.1,0
3310,TAJ54999.1,0
3311,WP_178818006.1,0
3312,WP_118039187.1,0
3313,WP_161335802.1,0
3314,WP_069101550.1,0
3315,RHS78712.1,0
3316,WP_093557963.1,1
3317,WP_181975118.1,0
3318,VEJ96740.1,0
3319,ERI96075.1,0
3320,CDA14143.1,0
3321,WP_044956018.1,0
3322,WP_117189793.1,0
3323,OGB52245.1,0
3324,WP_117638868.1,0
3325,MBE0555271.1,0
3326,WP_075393467.1,0
3327,WP_191433007.1,0
3328,WP_118085116.1,0
3329,WP_164496865.1,0
3330,WP_181989069.1,0
3331,MBI4900718.1,0
3332,WP_195942230.1,0
3333,NCP05379.1,0
3334,RHG18071.1,0
3335,WP_151523983.1,0
3336,MBD9291790.1,0
3337,TBH70410.1,0
3338,WP_065672591.1,0
3339,WP_065361572.1,0
3340,WP_192926480.1,0
3341,WP_173908740.1,0
3342,RKI80862.1,0
3343,MZT69639.1,0
3344,NQW37862.1,0
3345,MBD8969899.1,0
3346,WP_076221414.1,0
3347,KAF0226034.1,0
3348,WP_161566488.1,0
3349,WP_087219856.1,0
3350,RHE11501.1,0
3351,WP_094620183.1,0
3352,WP_090471851.1,0
3353,WP_117753459.1,0
3354,WP_182802728.1,0
3355,WP_182431238.1,0
3356,EGJ46753.1,0
3357,WP_076066669.1,0
3358,WP_081017274.1,0
3359,NCO62789.1,0
3360,WP_173762915.1,0
3361,WP_165858251.1,0
3362,EEG74958.1,0
3363,SCI28449.1,0
3364,WP_081019375.1,0
3365,SEM67850.1,0
3366,MBD5168985.1,0
3367,WP_160664334.1,0
3368,WP_125325283.1,0
3369,OUQ61940.1,0
3370,WP_147570441.1,0
3371,WP_174095808.1,0
3372,MBA4302064.1,0
3373,WP_117907798.1,0
3374,WP_177174560.1,0
3375,WP_181976074.1,0
3376,WP_173328029.1,0
3377,WP_182280138.1,0
3378,WP_087262807.1,0
3379,WP_199612767.1,0
3380,WP_204245952.1,0
3381,WP_126414629.1,0
3382,WP_065248673.1,0
3383,WP_173771734.1,0
3384,NCT92874.1,0
3385,WP_087268804.1,0
3386,NCC29432.1,0
3387,NHC49766.1,0
3388,HCG64266.1,0
3389,WP_106506629.1,0
3390,WP_068149886.1,0
3391,WP_181975948.1,0
3392,SCH89544.1,0
3393,NSJ34387.1,0
3394,WP_173740865.1,0
3395,MBL7740883.1,0
3396,SCH70024.1,0
3397,WP_075403819.1,0
3398,WP_120122881.1,0
3399,WP_169173026.1,0
3400,WP_094609663.1,0
3401,WP_119998947.1,0
3402,NDC78716.1,0
3403,NSG05105.1,0
3404,WP_117548645.1,0
3405,WP_173794427.1,0
3406,WP_118593125.1,0
3407,WP_022389277.1,0
3408,WP_187307662.1,0
3409,WP_182440038.1,0
3410,CBK82085.1,0
3411,WP_055143964.1,0
3412,WP_182440341.1,0
3413,WP_186290914.1,0
3414,WP_044962363.1,0
3415,MBL0136498.1,0
3416,WP_173899840.1,0
3417,WP_181977532.1,0
3418,WP_182279504.1,0
3419,WP_151076273.1,0
3420,MBD8949704.1,0
3421,WP_118622126.1,0
3422,HAX33893.1,0
3423,NCW11836.1,0
3424,WP_173898313.1,0
3425,WP_037171608.1,0
3426,WP_087377710.1,0
3427,WP_092732625.1,0
3428,WP_161171689.1,0
3429,CDB79945.1,0
3430,HAQ89871.1,0
3431,RGX96681.1,0
3432,TAL40410.1,0
3433,WP_173723006.1,0
3434,WP_119233195.1,0
3435,WP_055223809.1,0
3436,WP_032402985.1,0
3437,WP_173903992.1,0
3438,NBH46274.1,0
3439,OGB81323.1,0
3440,WP_171030249.1,0
3441,WP_133473441.1,0
3442,MBE6027120.1,0
3443,WP_076257015.1,0
3444,WP_108436719.1,0
3445,MBC8109992.1,0
3446,TGY96553.1,0
3447,WP_057475340.1,0
3448,SDM23887.1,1
3449,WP_092712259.1,1
3450,WP_147058158.1,0
3451,WP_128773477.1,0
3452,WP_037153492.1,0
3453,WP_075255351.1,0
3454,WP_078036597.1,0
3455,WP_075414332.1,0
3456,WP_111295502.1,0
3457,MBL7748352.1,0
3458,OPZ54793.1,0
3459,WP_103925302.1,0
3460,WP_109730907.1,0
3461,ANP26942.1,0
3462,WP_006501271.1,0
3463,WP_091724949.1,0
3464,WP_094738527.1,0
3465,WP_009394061.1,0
3466,WP_197428823.1,0
3467,TQJ08701.1,0
3468,WP_072523470.1,0
3469,WP_032380569.1,0
3470,OYY16703.1,0
3471,WP_141848184.1,0
3472,NOT91212.1,0
3473,WP_141405902.1,0
3474,HBE14849.1,0
3475,WP_076078752.1,0
3476,WP_100429493.1,1
3477,SDR69039.1,0
3478,KAF0137853.1,0
3479,PJJ20159.1,1
3480,TAH17158.1,0
3481,NBO48251.1,0
3482,WP_151306540.1,0
3483,GFI28792.1,0
3484,MSS16003.1,0
3485,WP_160634962.1,0
3486,WP_076070877.1,0
3487,MBD5152879.1,0
3488,WP_075248949.1,0
3489,NWK66815.1,0
3490,MBK8624983.1,0
3491,WP_103227949.1,0
3492,MBI5371171.1,0
3493,WP_087209880.1,0
3494,WP_094704127.1,0
3495,WP_075376059.1,0
3496,WP_104605157.1,1
3497,WP_182219378.1,1
3498,WP_075402352.1,0
3499,WP_184433537.1,1
3500,PKL12452.1,0
3501,WP_076255354.1,0
3502,OZA62232.1,0
3503,WP_204247467.1,0
3504,WP_070662679.1,0
3505,WP_075371976.1,0
3506,WP_112324061.1,0
3507,WP_147565558.1,0
3508,WP_175574368.1,0
3509,OHD31071.1,0
3510,MBD5495235.1,0
3511,NNL16103.1,0
3512,WP_087398510.1,0
3513,WP_009406929.1,0
3514,GHE09452.1,0
3515,SCG89997.1,0
3516,MBK7807454.1,0
3517,QGW26873.1,0
3518,MSW68427.1,0
3519,WP_188430948.1,0
3520,OUO17164.1,0
3521,WP_118377791.1,0
3522,WP_055848344.1,1
3523,QNG36800.1,0
3524,MBL0356244.1,0
3525,WP_022269140.1,0
3526,REG92085.1,0
3527,WP_091556125.1,0
3528,PKY82554.1,0
3529,BBH25288.1,0
3530,WP_004848683.1,0
3531,WP_034253489.1,0
3532,MBC71835.1,0
3533,WP_125120748.1,0
3534,SCI07071.1,0
3535,MBK6665208.1,0
3536,WP_123391709.1,0
3537,GGF54280.1,0
3538,WP_179010874.1,0
3539,WP_076142734.1,0
3540,OLA07016.1,0
3541,WP_086539356.1,0
3542,MBD9297537.1,0
3543,HBA63815.1,0
3544,WP_096238708.1,1
3545,WP_109730042.1,0
3546,WP_171609869.1,0
3547,WP_189563640.1,0
3548,WP_157611438.1,0
3549,NBH27783.1,0
3550,WP_092800974.1,0
3551,CCZ36193.1,0
3552,WP_056295928.1,0
3553,WP_055272660.1,0
3554,WP_191403846.1,0
3555,WP_087161258.1,0
3556,WP_118036379.1,0
3557,MBK8826859.1,0
3558,HAN58123.1,0
3559,MBC7675011.1,0
3560,NNC50888.1,0
3561,WP_096354212.1,0
3562,WP_058048042.1,1
3563,WP_118636619.1,0
3564,RTL52700.1,0
3565,MBD5470975.1,0
3566,WP_091066512.1,0
3567,WP_173791205.1,0
3568,WP_075554711.1,0
3569,WP_087201482.1,0
3570,TJX65908.1,0
3571,WP_008537167.1,0
3572,WP_118204288.1,0
3573,WP_154515167.1,0
3574,WP_150310554.1,0
3575,WP_022228253.1,0
3576,SDG82673.1,0
3577,WP_075391237.1,0
3578,WP_117977019.1,0
3579,PKK98747.1,0
3580,WP_087296289.1,0
3581,MBE5996529.1,0
3582,WP_018999787.1,0
3583,CUP70808.1,0
3584,WP_039811887.1,1
3585,RVU24790.1,0
3586,WP_115151983.1,0
3587,WP_117464045.1,0
3588,WP_119127362.1,1
3589,WP_193526358.1,0
3590,WP_117942380.1,0
3591,WP_115560187.1,1
3592,EGQ75650.1,0
3593,OYX20514.1,0
3594,WP_167625484.1,0
3595,WP_055283304.1,0
3596,WP_046963246.1,1
3597,WP_075418093.1,0
3598,MBE6921603.1,0
3599,WP_103226662.1,0
3600,WP_202982627.1,0
3601,WP_016904300.1,1
3602,WP_087220654.1,0
3603,WP_193530530.1,0
3604,WP_115042580.1,1
3605,WP_104536261.1,1
3606,MBK8887373.1,0
3607,WP_138303130.1,0
3608,WP_115554570.1,1
3609,HBZ87874.1,0
3610,MBD9013769.1,0
3611,TAH07111.1,0
3612,WP_161144088.1,0
3613,WP_147581193.1,0
3614,WP_151098021.1,1
3615,MBE3063644.1,0
3616,WP_028086557.1,0
3617,WP_092792719.1,0
3618,WP_118224984.1,0
3619,MBK6499988.1,0
3620,SCI55734.1,0
3621,TAG29973.1,0
3622,HAJ16130.1,0
3623,WP_184352099.1,1
3624,WP_008627552.1,0
3625,PKL29611.1,0
3626,HBZ50680.1,0
3627,WP_203566427.1,0
3628,WP_083389789.1,0
3629,MBK9736211.1,0
3630,NQW28655.1,0
3631,WP_033508283.1,0
3632,GEL94803.1,0
3633,CCZ92822.1,0
3634,MBI3728062.1,1
3635,WP_056392483.1,1
3636,WP_138375778.1,0
3637,WP_102580741.1,1
3638,WP_202983188.1,0
3639,WP_202982934.1,0
3640,WP_146842473.1,0
3641,WP_173320363.1,0
3642,WP_087150127.1,0
3643,WP_179455434.1,1
3644,WP_166770314.1,1
3645,WP_115528881.1,1
3646,WP_111917693.1,0
3647,WP_202982412.1,0
3648,WP_130531897.1,1
3649,WP_165502076.1,0
3650,WP_118642182.1,0
3651,WP_102121376.1,1
3652,WP_165502004.1,0
3653,NND79496.1,0
3654,WP_101025882.1,0
3655,WP_081386561.1,0
3656,WP_202982663.1,0
3657,MBK7698937.1,0
3658,WP_165541402.1,0
3659,OMD17357.1,0
3660,RHP04146.1,0
3661,WP_032738962.1,0
3662,WP_083262829.1,0
3663,WP_084541089.1,0
3664,WP_024938958.1,1
3665,GFI19151.1,0
3666,WP_032685211.1,0
3667,WP_138262816.1,0
3668,WP_047129294.1,1
3669,NNJ93391.1,0
3670,WP_165541633.1,0
3671,WP_039564403.1,1
3672,WP_155432616.1,1
3673,WP_202982763.1,0
3674,WP_007055455.1,0
3675,WP_121138263.1,0
3676,MBE6019024.1,0
3677,WP_165542397.1,0
3678,WP_173551940.1,0
3679,WP_104556109.1,1
3680,WP_104615350.1,1
3681,WP_050822425.1,0
3682,HGG44877.1,0
3683,WP_129130845.1,0
3684,WP_166446555.1,1
3685,WP_039525528.1,1
3686,SFD89262.1,0
3687,WP_154380055.1,1
3688,WP_202982475.1,0
3689,HCJ37018.1,0
3690,SFL13406.1,0
3691,MBI1344431.1,0
3692,KUP19456.1,0
3693,WP_165500811.1,0
3694,OEZ48142.1,1
3695,MBD5453128.1,0
3696,MBK9582270.1,0
3697,WP_104609456.1,1
3698,WP_111669197.1,0
3699,WP_167706067.1,1
3700,WP_117651097.1,0
3701,WP_194696160.1,0
3702,WP_070281897.1,1
3703,WP_202982987.1,0
3704,WP_176386331.1,1
3705,WP_144101243.1,0
3706,ETP73393.1,0
3707,WP_117898869.1,0
3708,WP_101026183.1,0
3709,WP_055427852.1,0
3710,CCY21278.1,0
3711,OEZ59714.1,1
3712,WP_052755799.1,1
3713,WP_007056689.1,0
3714,WP_184650299.1,1
3715,SEI96139.1,0
3716,WP_166744291.1,1
3717,CCY94932.1,0
3718,NSG67543.1,0
3719,WP_165506401.1,0
3720,WP_099764378.1,1
3721,WP_076038371.1,1
3722,WP_099389326.1,1
3723,WP_070254891.1,1
3724,PHV30464.1,1
3725,WP_196034642.1,0
3726,WP_202982537.1,0
3727,WP_165542780.1,0
3728,WP_007058371.1,0
3729,PIG28458.1,1
3730,MBD9123393.1,0
3731,MBD9046059.1,0
3732,GAL24524.1,0
3733,WP_007052987.1,0
3734,WP_104571380.1,1
3735,WP_202982839.1,0
3736,WP_034779046.1,1
3737,TCE23883.1,0
3738,SEQ25676.1,0
3739,WP_029200306.1,0
3740,TCF12658.1,0
3741,WP_160009213.1,0
3742,TCF20488.1,0
3743,WP_161033393.1,1
3744,WP_054591303.1,1
3745,WP_080771613.1,0
3746,WP_036606334.1,0
3747,WP_184456559.1,1
3748,TCE65564.1,0
3749,WP_195256561.1,0
3750,WP_013582936.1,0
3751,WP_195202224.1,0
3752,WP_033515924.1,0
3753,WP_147189964.1,0
3754,WP_118268937.1,0
3755,WP_049728172.1,0
3756,WP_098674964.1,0
3757,TCE06982.1,0
3758,MBD5098400.1,0
3759,WP_081049835.1,0
3760,WP_193020101.1,0
3761,WP_006778135.1,0
3762,WP_066575588.1,0
3763,MSW63903.1,0
3764,EOS22763.1,0
3765,WP_129238032.1,0
3766,TCE89538.1,0
3767,WP_047697078.1,1
3768,MBD5490084.1,0
3769,WP_077383244.1,0
3770,VUX17547.1,0
3771,WP_104644515.1,1
3772,WP_191279841.1,0
3773,WP_135270790.1,0
3774,MBE6122415.1,0
3775,WP_117853034.1,0
3776,WP_181921298.1,1
3777,WP_104567986.1,1
3778,WP_116492816.1,0
3779,WP_090815099.1,0
3780,MBD5541493.1,0
3781,WP_118510038.1,0
3782,TCF18569.1,0
3783,WP_118088679.1,0
3784,RFF65260.1,1
3785,WP_043922207.1,1
3786,WP_116746137.1,1
3787,MBD5474660.1,0
3788,AEL08557.1,1
3789,WP_184374739.1,1
3790,WP_088943424.1,0
3791,WP_150335421.1,0
3792,WP_141172856.1,1
3793,PVX38712.1,1
3794,PWM60014.1,0
3795,WP_184556111.1,1
3796,WP_131288300.1,0
3797,WP_084346058.1,0
3798,RKJ42785.1,0
3799,WP_126966894.1,1
3800,WP_056542281.1,0
3801,SCI53137.1,0
3802,WP_201121174.1,0
3803,MBD5523819.1,0
3804,WP_101621447.1,0
3805,WP_064510404.1,1
3806,WP_155437640.1,1
3807,WP_129401217.1,0
3808,WP_173727234.1,0
3809,WP_181161809.1,0
3810,WP_184367636.1,1
3811,WP_117821871.1,0
3812,WP_114928956.1,0
3813,MBC7088308.1,0
3814,WP_114555195.1,0
3815,WP_091206512.1,0
3816,WP_130524559.1,1
3817,MBH1982865.1,1
3818,WP_184379223.1,1
3819,WP_080557900.1,0
3820,WP_202865146.1,0
3821,WP_182157042.1,1
3822,MBC5743939.1,0
3823,WP_184611313.1,1
3824,TCF68068.1,0
3825,EDM87271.1,0
3826,WP_104534641.1,1
3827,WP_187565424.1,0
3828,WP_191415592.1,0
3829,MBD8933191.1,0
3830,EFV36970.1,0
3831,NEG96312.1,0
3832,SCW38877.1,0
3833,WP_195588184.1,0
3834,WP_188543774.1,0
3835,WP_070311544.1,1
3836,WP_176994161.1,1
3837,WP_144368420.1,0
3838,RGH07637.1,0
3839,MBD9155983.1,0
3840,WP_145872709.1,1
3841,MBE5063119.1,0
3842,OFA00411.1,1
3843,WP_039519044.1,1
3844,WP_184613061.1,1
3845,MBE7005842.1,0
3846,CCY32293.1,0
3847,WP_192886139.1,1
3848,KUK72760.1,0
3849,WP_035828361.1,1
3850,HBH12625.1,0
3851,TAD86740.1,0
3852,WP_161039804.1,1
3853,SCH63123.1,0
3854,WP_039510493.1,1
3855,WP_187330794.1,0
3856,WP_100985707.1,0
3857,WP_154780185.1,0
3858,WP_195338497.1,0
3859,WP_118282471.1,0
3860,WP_115770797.1,0
3861,MBC7949948.1,0
3862,WP_100510606.1,0
3863,WP_152250884.1,1
3864,WP_199849415.1,0
3865,WP_166773175.1,1
3866,WP_173767458.1,0
3867,WP_115562848.1,1
3868,WP_126848180.1,0
3869,STR25447.1,1
3870,WP_128143202.1,1
3871,WP_202020375.1,0
3872,WP_176390096.1,1
3873,WP_066638790.1,0
3874,WP_184438352.1,1
3875,WP_034747600.1,1
3876,WP_191997282.1,0
3877,SCI43379.1,0
3878,MBE7174488.1,0
3879,WP_173905206.1,0
3880,MBE6002827.1,0
3881,EZP41294.1,1
3882,WP_091250442.1,0
3883,WP_051705991.1,0
3884,WP_193725541.1,1
3885,WP_186900846.1,0
3886,MBD5505748.1,0
3887,SDW58021.1,0
3888,WP_034527916.1,0
3889,WP_008714174.1,0
3890,WP_191420006.1,0
3891,NCB92001.1,0
3892,WP_184519621.1,1
3893,WP_013410610.1,0
3894,WP_099376660.1,1
3895,TXD40390.1,1
3896,GFI10243.1,0
3897,HAI66621.1,0
3898,WP_104581392.1,1
3899,WP_186829859.1,1
3900,WP_193553088.1,1
3901,WP_092608575.1,1
3902,SDH10739.1,1
3903,WP_136171265.1,0
3904,WP_195978637.1,0
3905,WP_155455376.1,1
3906,WP_065049776.1,1
3907,NCB01887.1,0
3908,WP_031589010.1,0
3909,WP_099411329.1,1
3910,MBL8966123.1,0
3911,KIQ26257.1,1
3912,MBD5450421.1,0
3913,WP_087167749.1,0
3914,NBH46843.1,0
3915,WP_118331667.1,0
3916,GFI33302.1,0
3917,WP_186922858.1,1
3918,KRN50505.1,0
3919,WP_172666307.1,1
3920,WP_183111650.1,1
3921,MBD5550954.1,0
3922,RJU12417.1,1
3923,WP_191426573.1,0
3924,MBD5455582.1,0
3925,WP_080692709.1,0
3926,WP_154138432.1,1
3927,WP_094637747.1,0
3928,WP_130535313.1,1
3929,WP_035885083.1,0
3930,NBH84575.1,0
3931,WP_126031016.1,0
3932,SEI59368.1,0
3933,WP_099395117.1,1
3934,WP_074688097.1,0
3935,WP_139719379.1,0
3936,WP_078514688.1,1
3937,WP_195231056.1,0
3938,TXH40682.1,0
3939,WP_058892277.1,0
3940,OEZ84817.1,1
3941,KFI84966.1,0
3942,GFI02663.1,0
3943,SCI52082.1,0
3944,WP_070303018.1,1
3945,NSG91391.1,0
3946,WP_118294133.1,0
3947,WP_002804841.1,1
3948,NIM35991.1,0
3949,HCT23466.1,0
3950,WP_179675401.1,1
3951,WP_150333858.1,0
3952,WP_191383587.1,0
3953,WP_002590488.1,0
3954,WP_173689080.1,0
3955,WP_184632526.1,1
3956,WP_193786517.1,0
3957,WP_173770614.1,0
3958,WP_169241582.1,0
3959,WP_087178874.1,0
3960,MBK8921023.1,0
3961,WP_072723383.1,0
3962,WP_070272307.1,1
3963,WP_005920687.1,1
3964,WP_129471078.1,1
3965,SFK78620.1,0
3966,WP_033836817.1,1
3967,WP_163196681.1,0
3968,MBK6931048.1,0
3969,MBK6479762.1,0
3970,NBI98627.1,0
3971,WP_118636857.1,0
3972,WP_104627877.1,1
3973,MBK7439033.1,0
3974,MBK7372404.1,0
3975,WP_093960728.1,0
3976,WP_102585253.1,1
3977,SDW44208.1,0
3978,MBD8658315.1,1
3979,NSG38873.1,0
3980,HFQ94266.1,0
3981,WP_065551954.1,0
3982,WP_074417508.1,0
3983,NTU62389.1,0
3984,WP_192884284.1,1
3985,WP_193057491.1,0
3986,WP_053502580.1,1
3987,HAD22991.1,0
3988,WP_117557397.1,0
3989,MBD5508955.1,0
3990,WP_132137945.1,1
3991,WP_087173832.1,0
3992,EOS39464.1,0
3993,WP_074686325.1,0
3994,MBE5998504.1,0
3995,WP_161054602.1,1
3996,HBG67086.1,0
3997,WP_138373329.1,0
3998,MBK8510724.1,0
3999,PKB22531.1,1
4000,WP_002565116.1,0
4001,EDP16190.1,0
4002,WP_181921412.1,1
4003,MBL0110141.1,0
4004,WP_194611078.1,0
4005,WP_087164530.1,0
4006,WP_139090778.1,1
4007,MBD5500728.1,0
4008,WP_050912563.1,1
4009,WP_161016259.1,1
4010,WP_081345371.1,0
4011,MBK9677684.1,0
4012,SFY30544.1,1
4013,WP_116113066.1,0
4014,WP_188798508.1,1
4015,WP_115513849.1,1
4016,WP_005912068.1,1
4017,RFF77406.1,1
4018,MBD5485603.1,0
4019,WP_087253519.1,0
4020,SDL98826.1,0
4021,WP_191432407.1,0
4022,WP_186627972.1,0
4023,WP_072457375.1,1
4024,WP_002593490.1,0
4025,WP_193552180.1,1
4026,MBC7688828.1,0
4027,WP_075287929.1,1
4028,OYY61565.1,0
4029,WP_076778728.1,0
4030,NBI57606.1,0
4031,WP_029820235.1,1
4032,WP_126941396.1,1
4033,WP_159468802.1,0
4034,NSK00714.1,0
4035,WP_120485535.1,0
4036,WP_199611796.1,0
4037,WP_100876746.1,1
4038,WP_118018715.1,0
4039,WP_104575542.1,1
4040,WP_031547456.1,0
4041,WP_016316615.1,0
4042,WP_002572291.1,0
4043,NIV40726.1,0
4044,WP_117625991.1,0
4045,WP_089776453.1,0
4046,WP_186947288.1,1
4047,RHC54826.1,0
4048,WP_195255833.1,0
4049,WP_117822649.1,0
4050,HCO41809.1,0
4051,WP_161911004.1,0
4052,WP_173749285.1,0
4053,WP_029216948.1,1
4054,WP_078562823.1,1
4055,WP_195636411.1,0
4056,EOS53148.1,0
4057,WP_002575355.1,0
4058,WP_138375814.1,0
4059,WP_154563088.1,0
4060,WP_011038457.1,1
4061,WP_118569033.1,0
4062,RGG63653.1,0
4063,WP_055089567.1,0
4064,WP_173699937.1,0
4065,WP_055226444.1,0
4066,WP_071075975.1,1
4067,MBK8282415.1,0
4068,MBK6390650.1,0
4069,WP_055266606.1,0
4070,WP_173876917.1,0
4071,WP_196990198.1,0
4072,HAH75557.1,0
4073,EOS70915.1,0
4074,EJN84423.1,0
4075,WP_118571258.1,0
4076,EOS44339.1,0
4077,MBL0153717.1,0
4078,WP_131074630.1,1
4079,OHV98806.1,1
4080,WP_022461830.1,0
4081,WP_181921915.1,1
4082,SNU06055.1,0
4083,RFF57927.1,1
4084,WP_186892722.1,1
4085,RFF52546.1,1
4086,WP_082551546.1,1
4087,MBI2243919.1,0
4088,MBD5395138.1,0
4089,MBD5150220.1,0
4090,WP_022214977.1,0
4091,WP_173826179.1,0
4092,PJC70973.1,0
4093,WP_039421615.1,1
4094,WP_119207626.1,0
4095,WP_117509038.1,0
4096,WP_103240473.1,0
4097,WP_070694283.1,1
4098,WP_104591340.1,1
4099,WP_019304830.1,1
4100,WP_154832613.1,1
4101,HCW23533.1,0
4102,WP_098544146.1,0
4103,WP_118600604.1,0
4104,WP_127165467.1,1
4105,WP_199705003.1,0
4106,WP_152209837.1,0
4107,WP_198925496.1,0
4108,KQV91417.1,1
4109,WP_102251300.1,1
4110,WP_166769043.1,1
4111,WP_033485078.1,1
4112,WP_117804046.1,0
4113,WP_104595106.1,1
4114,WP_053054073.1,1
4115,PTL28424.1,0
4116,MZT64850.1,0
4117,WP_197536669.1,0
4118,WP_125982246.1,0
4119,WP_071117495.1,1
4120,RKJ57039.1,0
4121,WP_075669502.1,0
4122,WP_081890091.1,0
4123,WP_102596720.1,1
4124,WP_039406232.1,1
4125,WP_065032388.1,1
4126,MBF9030915.1,0
4127,WP_204162806.1,0
4128,WP_195956533.1,0
4129,WP_200275939.1,0
4130,WP_100512937.1,0
4131,WP_193725660.1,1
4132,PKV46268.1,1
4133,MBD5084840.1,0
4134,WP_173902072.1,0
4135,WP_173744158.1,0
