,accession,y_hmm,y_dp
3935,WP_074688097.1 amylosucrase [Kandleria vitulina],1,1
3936,WP_139719379.1 alpha-amylase [Serinicoccus chungangensis],1,1
3937,WP_078514688.1 amylosucrase [Xanthomonas campestris],0,0
3938,WP_195231056.1 alpha-amylase family protein [Coprococcus comes],1,1
3939,TXH40682.1 DUF3459 domain-containing protein [Actinobacteria bacterium],1,1
3940,WP_058892277.1 alpha-amylase family protein [Serinicoccus chungangensis],1,1
3941,OEZ84817.1 amylosucrase [Janthinobacterium sp. HH104],0,0
3942,KFI84966.1 putative amylosucrase [Bifidobacterium reuteri DSM 23975],1,1
3943,GFI02663.1 amylosucrase [Lachnospiraceae bacterium],1,1
3944,SCI52082.1 Amylosucrase [uncultured Blautia sp.],1,1
3945,WP_070303018.1 amylosucrase [Janthinobacterium sp. HH104],0,0
3946,NSG91391.1 amylosucrase [Blautia faecis],1,1
3947,WP_118294133.1 alpha-amylase family protein [Bifidobacterium longum],1,1
3948,WP_002804841.1 amylosucrase or alpha amylase [Xanthomonas fragariae],0,0
3949,NIM35991.1 alpha-amylase [Hydrotalea flava],1,1
3950,"HCT23466.1 TPA: alpha-amylase, partial [Chitinophagaceae bacterium]",1,1
3951,WP_179675401.1 Beta-galactosidase C-terminal domain [Duganella sp. 1224],0,0
3952,WP_150333858.1 alpha-amylase [Dermabacter vaginalis],1,1
3953,WP_191383587.1 alpha-amylase family protein [Lachnoclostridium sp. An118],1,1
3954,WP_002590488.1 MULTISPECIES: Beta-galactosidase C-terminal domain [Enterocloster],1,1
3955,WP_173689080.1 amylosucrase [Coprococcus comes],1,1
3956,WP_184632526.1 amylosucrase [Xanthomonas arboricola],0,0
3957,WP_193786517.1 alpha-amylase family protein [Bifidobacterium reuteri],1,1
3958,WP_173770614.1 amylosucrase [Blautia faecis],1,1
3959,WP_169241582.1 amylosucrase [Bifidobacterium sp. DSM 109959],1,1
3960,WP_087178874.1 alpha-amylase family protein [Lachnoclostridium sp. An76],1,1
3961,MBK8921023.1 alpha-amylase family protein [Saprospirales bacterium],1,1
3962,WP_072723383.1 alpha-amylase family protein [Bifidobacterium lemurum],1,1
3963,WP_070272307.1 alpha-amylase family protein [Duganella sp. HH101],0,0
3964,WP_005920687.1 amylosucrase [Xanthomonas citri],0,0
3965,WP_129471078.1 DUF3459 domain-containing protein [Pseudoxanthomonas composti],0,0
3966,SFK78620.1 amylosucrase [Lachnospiraceae bacterium KH1T2],1,1
3967,WP_033836817.1 amylosucrase [Xanthomonas citri],0,0
3968,WP_163196681.1 amylosucrase [Bifidobacterium platyrrhinorum],1,1
3969,MBK6931048.1 alpha-amylase family protein [Saprospirales bacterium],1,1
3970,MBK6479762.1 alpha-amylase [Saprospiraceae bacterium],1,1
3971,NBI98627.1 amylosucrase [Lachnospiraceae bacterium],1,1
3972,WP_118636857.1 amylosucrase [Ruminococcus sp. OM05-10BH],1,1
3973,WP_104627877.1 amylosucrase [Xanthomonas arboricola],0,0
3974,MBK7439033.1 alpha-amylase [Saprospiraceae bacterium],1,1
3975,MBK7372404.1 alpha-amylase [Saprospiraceae bacterium],1,1
3976,WP_093960728.1 alpha-amylase family protein [Bifidobacterium vansinderenii],1,1
3977,WP_102585253.1 amylosucrase [Xanthomonas arboricola],0,0
3978,SDW44208.1 amylosucrase [Kandleria vitulina],1,1
3979,MBD8658315.1 amylosucrase [Oxalobacteraceae sp. CFBP 13730],0,0
3980,NSG38873.1 amylosucrase [Blautia obeum],1,1
3981,"HFQ94266.1 TPA: alpha-amylase, partial [Anaerolineae bacterium]",1,1
3982,WP_065551954.1 MULTISPECIES: alpha-amylase family protein [Lachnospiraceae],1,1
3983,WP_074417508.1 hypothetical protein [Hydrotalea flava],1,1
3984,"NTU62389.1 amylosucrase, partial [Chloroflexi bacterium]",1,1
3985,WP_192884284.1 DUF3459 domain-containing protein [Xanthomonas campestris],0,0
3986,WP_193057491.1 alpha-amylase family protein [Bifidobacterium lemurum],1,1
3987,WP_053502580.1 amylosucrase [Xanthomonas oryzae],0,0
3988,"HAD22991.1 TPA: amylosucrase, partial [Kandleria vitulina]",1,1
3989,WP_117557397.1 amylosucrase [Enterocloster aldensis],1,1
3990,MBD5508955.1 amylosucrase [Lachnospiraceae bacterium],1,1
3991,WP_132137945.1 amylosucrase [Massilia sp. GV090],0,0
3992,WP_087173832.1 alpha-amylase family protein [Lachnoclostridium sp. An118],1,1
3993,EOS39464.1 hypothetical protein C808_01889 [Lachnospiraceae bacterium M18-1],1,1
3994,WP_074686325.1 amylosucrase [Kandleria vitulina],1,1
3995,"MBE5998504.1 amylosucrase, partial [Sarcina sp.]",1,1
3996,WP_161054602.1 Beta-galactosidase C-terminal domain [Duganella levis],0,0
3997,HBG67086.1 TPA: amylosucrase [Kandleria vitulina],1,1
3998,WP_138373329.1 MULTISPECIES: alpha-amylase family protein [Ruminococcaceae],1,1
3999,MBK8510724.1 alpha-amylase [Saprospiraceae bacterium],1,1
4000,PKB22531.1 maltopentaose-forming alpha-amylase [Janthinobacterium sp. 64],0,0
4001,WP_002565116.1 alpha-amylase family protein [Enterocloster bolteae],1,1
4002,EDP16190.1 hypothetical protein CLOBOL_03627 [[Clostridium] bolteae ATCC BAA-613],1,1
4003,WP_181921412.1 DUF3459 domain-containing protein [Xanthomonas campestris],0,0
4004,MBL0110141.1 alpha-amylase [Saprospiraceae bacterium],1,1
4005,WP_194611078.1 alpha-amylase family protein [Clostridium vitabionis],1,1
4006,WP_087164530.1 amylosucrase [Lachnoclostridium sp. An131],1,1
4007,WP_139090778.1 amylosucrase [Janthinobacterium lividum],0,0
4008,MBD5500728.1 amylosucrase [Lachnospiraceae bacterium],1,1
4009,WP_050912563.1 DUF3459 domain-containing protein [Xanthomonas campestris],0,0
4010,WP_161016259.1 Beta-galactosidase C-terminal domain [Duganella sp. FT9W],0,0
4011,WP_081345371.1 amylosucrase [Kandleria vitulina],1,1
4012,MBK9677684.1 alpha-amylase [Saprospiraceae bacterium],1,1
4013,SFY30544.1 amylosucrase [Janthinobacterium lividum],0,0
4014,WP_116113066.1 alpha-amylase family protein [Austwickia chelonae],1,1
4015,WP_188798508.1 DUF3459 domain-containing protein [Dyella nitratireducens],0,0
4016,WP_115513849.1 MULTISPECIES: alpha-amylase family protein [Xanthomonas],0,0
4017,WP_005912068.1 amylosucrase or alpha amylase [Xanthomonas citri],0,0
4018,RFF77406.1 DUF3459 domain-containing protein [Xanthomonas campestris pv. campestris],0,0
4019,MBD5485603.1 amylosucrase [Lachnospiraceae bacterium],1,1
4020,WP_087253519.1 alpha-amylase family protein [Drancourtella sp. An57],1,1
4021,SDL98826.1 amylosucrase [Kandleria vitulina],1,1
4022,WP_191432407.1 alpha-amylase family protein [Lachnoclostridium sp. An76],1,1
4023,WP_186627972.1 alpha-amylase family protein [Rhodococcus sp. BP22],1,1
4024,WP_072457375.1 amylosucrase [Janthinobacterium lividum],0,0
4025,WP_002593490.1 alpha-amylase family protein [Enterocloster clostridioformis],1,1
4026,WP_193552180.1 DUF3459 domain-containing protein [Xanthomonas campestris],0,0
4027,MBC7688828.1 alpha-amylase [Aquabacterium sp.],1,1
4028,WP_075287929.1 DUF3459 domain-containing protein [Xanthomonas campestris],0,0
4029,OYY61565.1 alpha-amylase [Hydrogenophilales bacterium 28-61-11],1,1
4030,WP_076778728.1 alpha-amylase family protein [Lachnoclostridium phocaeense],1,1
4031,NBI57606.1 amylosucrase [Lachnospiraceae bacterium],1,1
4032,WP_029820235.1 alpha-amylase family protein [Xanthomonas euvesicatoria],0,0
4033,WP_126941396.1 amylosucrase [Xanthomonas vesicatoria],0,0
4034,WP_159468802.1 alpha-amylase [Dyadobacter sp. 3J3],1,1
4035,NSK00714.1 amylosucrase [Blautia obeum],1,1
4036,WP_120485535.1 MULTISPECIES: amylosucrase [unclassified Anaerotruncus],1,1
4037,WP_199611796.1 amylosucrase [Blautia sp. AF19-10LB],1,1
4038,WP_100876746.1 amylosucrase [Janthinobacterium sp. 64],0,0
4039,WP_118018715.1 Beta-galactosidase C-terminal domain [Enterocloster bolteae],1,1
4040,WP_104575542.1 amylosucrase [Xanthomonas arboricola],0,0
4041,WP_031547456.1 alpha-amylase family protein [Oribacterium sp. FC2011],1,1
4042,WP_016316615.1 hypothetical protein [Anaerotruncus sp. G3(2012)],1,1
4043,WP_002572291.1 Beta-galactosidase C-terminal domain [Enterocloster bolteae],1,1
4044,"NIV40726.1 amylosucrase, partial [Anaerolineae bacterium]",1,1
4045,WP_117625991.1 Beta-galactosidase C-terminal domain [Enterocloster bolteae],1,1
4046,WP_089776453.1 MULTISPECIES: alpha-amylase family protein [Clostridiales],1,1
4047,WP_186947288.1 amylosucrase [Undibacterium sp. CY18W],0,0
4048,RHC54826.1 amylosucrase [Enterocloster bolteae],1,1
4049,WP_195255833.1 amylosucrase [Coprococcus comes],1,1
4050,WP_117822649.1 alpha-amylase family protein [Coprococcus comes],1,1
4051,"HCO41809.1 TPA: amylosucrase, partial [Lachnospiraceae bacterium]",1,1
4052,WP_161911004.1 amylosucrase [Anaerotruncus sp. X29],1,1
4053,WP_173749285.1 amylosucrase [Blautia hansenii],1,1
4054,WP_029216948.1 DUF3459 domain-containing protein [Xanthomonas campestris],0,0
4055,WP_078562823.1 amylosucrase [Xanthomonas axonopodis],0,0
4056,WP_195636411.1 Beta-galactosidase C-terminal domain [Enterocloster bolteae],1,1
4057,EOS53148.1 hypothetical protein C809_00093 [Lachnospiraceae bacterium MD335],1,1
4058,WP_002575355.1 MULTISPECIES: Beta-galactosidase C-terminal domain [Clostridiales],1,1
4059,WP_138375814.1 amylosucrase [Dorea longicatena],1,1
4060,WP_154563088.1 alpha-amylase [Cutibacterium sp. WCA-380-WT-3A],1,1
4061,WP_011038457.1 DUF3459 domain-containing protein [Xanthomonas campestris],0,0
4062,WP_118569033.1 MULTISPECIES: amylosucrase [Clostridiales],1,1
4063,RGG63653.1 amylosucrase [Blautia sp. AF19-10LB],1,1
4064,WP_055089567.1 alpha-amylase family protein [Helcobacillus massiliensis],1,1
4065,WP_173699937.1 amylosucrase [Coprococcus comes],1,1
4066,WP_055226444.1 alpha-amylase family protein [Fusicatenibacter saccharivorans],1,1
4067,WP_071075975.1 amylosucrase [Janthinobacterium lividum],0,0
4068,MBK8282415.1 alpha-amylase [Saprospiraceae bacterium],1,1
4069,MBK6390650.1 alpha-amylase [Saprospiraceae bacterium],1,1
4070,WP_055266606.1 alpha-amylase family protein [Fusicatenibacter saccharivorans],1,1
4071,WP_173876917.1 amylosucrase [Enterocloster clostridioformis],1,1
4072,WP_196990198.1 hypothetical protein [Panacibacter sp. DH6],1,1
4073,"HAH75557.1 TPA: amylosucrase, partial [Kandleria vitulina]",1,1
4074,EOS70915.1 hypothetical protein C818_00923 [Lachnospiraceae bacterium MD308],1,1
4075,EJN84423.1 L-serine ammonia-lyase [Actinomyces naeslundii str. Howell 279],1,1
4076,WP_118571258.1 MULTISPECIES: amylosucrase [unclassified Ruminococcus],1,1
4077,EOS44339.1 hypothetical protein C810_03498 [Lachnospiraceae bacterium A2],1,1
4078,MBL0153717.1 alpha-amylase [Chitinophagaceae bacterium],1,1
4079,WP_131074630.1 amylosucrase [Xanthomonas oryzae],0,0
4080,OHV98806.1 amylosucrase [Janthinobacterium lividum],0,0
4081,WP_022461830.1 MULTISPECIES: alpha-amylase family protein [Lachnospiraceae],1,1
4082,WP_181921915.1 DUF3459 domain-containing protein [Xanthomonas campestris],0,0
4083,SNU06055.1 amylosucrase [Lachnospiraceae bacterium],1,1
4084,RFF57927.1 DUF3459 domain-containing protein [Xanthomonas campestris],0,0
4085,WP_186892722.1 amylosucrase [Undibacterium amnicola],0,0
4086,RFF52546.1 DUF3459 domain-containing protein [Xanthomonas campestris],0,0
4087,WP_082551546.1 amylosucrase [Massilia sp. Root351],0,0
4088,MBI2243919.1 alpha-amylase [Nocardioides sp.],1,1
4089,MBD5395138.1 amylosucrase [Lachnospiraceae bacterium],1,1
4090,MBD5150220.1 amylosucrase [Oscillibacter sp.],1,1
4091,WP_022214977.1 alpha amylase catalytic domain protein [Blautia obeum],1,1
4092,WP_173826179.1 amylosucrase [Coprococcus comes],1,1
4093,"PJC70973.1 alpha-amylase, partial [Zetaproteobacteria bacterium CG_4_8_14_3_um_filter_59_5]",1,1
4094,WP_039421615.1 amylosucrase [Xanthomonas vesicatoria],0,0
4095,WP_119207626.1 MULTISPECIES: alpha-amylase family protein [Lachnospiraceae],1,1
4096,WP_117509038.1 alpha-amylase family protein [Blautia sp. AM23-13AC],1,1
4097,WP_103240473.1 alpha-amylase family protein [Acetatifactor muris],1,1
4098,WP_070694283.1 DUF3459 domain-containing protein [Xanthomonas campestris],0,0
4099,WP_104591340.1 amylosucrase [Xanthomonas arboricola],0,0
4100,WP_019304830.1 amylosucrase [Xanthomonas oryzae],0,0
4101,WP_154832613.1 amylosucrase [Xanthomonas citri],0,0
4102,HCW23533.1 TPA: amylosucrase [Lachnospiraceae bacterium],1,1
4103,WP_098544146.1 hypothetical protein [Bacillus cereus],1,1
4104,WP_118600604.1 MULTISPECIES: alpha-amylase family protein [unclassified Blautia],1,1
4105,WP_127165467.1 alpha-amylase family protein [Xanthomonas euvesicatoria],0,0
4106,WP_199705003.1 amylosucrase [Blautia sp. OM07-19],1,1
4107,WP_152209837.1 amylosucrase [Bifidobacterium sp. LMG 31469],1,1
4108,WP_198925496.1 alpha-glucosidase C-terminal domain-containing protein [Dictyobacter vulcani],1,1
4109,KQV91417.1 amylosucrase [Massilia sp. Root351],0,0
4110,WP_102251300.1 amylosucrase [Xanthomonas arboricola],0,0
4111,WP_166769043.1 amylosucrase [Xanthomonas arboricola],0,0
4112,WP_033485078.1 MULTISPECIES: amylosucrase [Xanthomonas],0,0
4113,WP_117804046.1 alpha-amylase family protein [Blautia sp. AF32-4BH],1,1
4114,WP_104595106.1 amylosucrase [Xanthomonas arboricola],0,0
4115,WP_053054073.1 amylosucrase [Xanthomonas arboricola],0,0
4116,PTL28424.1 amylosucrase [Lachnospiraceae bacterium oral taxon 096],1,1
4117,MZT64850.1 amylosucrase [Blautia sp. BIOML-A1],1,1
4118,WP_197536669.1 alpha-amylase [Microlunatus phosphovorus],1,1
4119,WP_125982246.1 alpha-amylase family protein [Bifidobacterium goeldii],1,1
4120,WP_071117495.1 alpha-amylase family protein [Xanthomonas alfalfae],0,0
4121,RKJ57039.1 amylosucrase [bacterium 1XD42-8],1,1
4122,WP_075669502.1 alpha-amylase family protein [Anaerostipes sp. 992a],1,1
4123,WP_081890091.1 alpha-amylase family protein [Bifidobacterium saguini],1,1
4124,WP_102596720.1 amylosucrase [Xanthomonas arboricola],0,0
4125,WP_039406232.1 amylosucrase [Xanthomonas cannabis],0,0
4126,WP_065032388.1 amylosucrase [Xanthomonas arboricola],0,0
4127,MBF9030915.1 alpha-amylase [Rhodobacterales bacterium HKCCE3408],1,1
4128,WP_204162806.1 alpha-amylase family protein [Sporofaciens musculi],1,1
4129,WP_195956533.1 amylosucrase [Dorea longicatena],1,1
4130,WP_200275939.1 alpha-amylase [Actinomyces weissii],1,1
4131,WP_100512937.1 alpha-amylase family protein [Bifidobacterium simiarum],1,1
4132,WP_193725660.1 DUF3459 domain-containing protein [Xanthomonas campestris],0,0
4133,PKV46268.1 maltopentaose-forming alpha-amylase [Janthinobacterium sp. 61],0,0
4134,MBD5084840.1 amylosucrase [Clostridiales bacterium],1,1
4135,WP_173902072.1 amylosucrase [Blautia obeum],1,1
4136,WP_173744158.1 amylosucrase [Blautia wexlerae],1,1
4137,WP_101484763.1 amylosucrase [Janthinobacterium sp. 61],0,0
4138,WP_117835603.1 alpha-amylase family protein [Coprococcus comes],1,1
4139,WP_107874369.1 MULTISPECIES: amylosucrase [unclassified Massilia],0,0
4140,WP_118711512.1 amylosucrase [Enterocloster aldensis],1,1
4141,WP_011052311.1 MULTISPECIES: amylosucrase [Xanthomonas],0,0
4142,WP_189345133.1 amylosucrase [Undibacterium macrobrachii],0,0
4143,WP_078584134.1 amylosucrase [Xanthomonas axonopodis],0,0
4144,MBD8991292.1 amylosucrase [Blautia sp.],1,1
4145,WP_118217609.1 alpha-amylase family protein [Coprococcus comes],1,1
4146,WP_059032251.1 amylosucrase [Xanthomonas citri],0,0
4147,MBE6029499.1 amylosucrase [Clostridiales bacterium],1,1
4148,MBE6005989.1 amylosucrase [Sarcina sp.],1,1
4149,WP_047127223.1 amylosucrase [Xanthomonas arboricola],0,0
4150,WP_192925967.1 amylosucrase [Blautia sp. BIOML-A1],1,1
4151,WP_126969946.1 DUF3459 domain-containing protein [Xanthomonas sp. BRIP62411],0,0
4152,WP_195503002.1 alpha-amylase family protein [Coprococcus comes],1,1
4153,"EOS73788.1 hypothetical protein C817_04905, partial [Dorea sp. 5-2]",1,1
4154,WP_104598263.1 DUF3459 domain-containing protein [Xanthomonas arboricola],0,0
4155,MBK8778662.1 alpha-amylase [Saprospiraceae bacterium],1,1
4156,WP_195250092.1 alpha-amylase family protein [Coprococcus comes],1,1
4157,OOX20053.1 amylosucrase [Xanthomonas campestris pv. azadirachtae],0,0
4158,NDO47991.1 amylosucrase [Lachnospiraceae bacterium MD335],1,1
4159,WP_107140922.1 amylosucrase [Massilia armeniaca],0,0
4160,WP_033493489.1 alpha-amylase family protein [Bifidobacterium biavatii],1,1
4161,WP_100496931.1 alpha-amylase family protein [Bifidobacterium scaligerum],1,1
4162,WP_135073226.1 alpha-amylase family protein [Nocardioides euryhalodurans],1,1
4163,MBK7608047.1 alpha-amylase [Saprospiraceae bacterium],1,1
4164,WP_100494641.1 alpha-amylase family protein [Bifidobacterium felsineum],1,1
4165,WP_022219868.1 alpha-amylase family protein [Coprococcus comes],1,1
4166,MBF1250448.1 amylosucrase [Lachnospiraceae bacterium],1,1
4167,WP_118198788.1 alpha-amylase family protein [Coprococcus comes],1,1
4168,WP_196002970.1 amylosucrase [Blautia sp. 1001283B150304_161114_C9],1,1
4169,SDZ83383.1 amylosucrase [Lachnospiraceae bacterium NK3A20],1,1
4170,SEI89529.1 amylosucrase [Lachnospiraceae bacterium A10],1,1
4171,WP_117555421.1 alpha-amylase family protein [Coprococcus comes],1,1
4172,NSG18566.1 amylosucrase [Blautia obeum],1,1
4173,WP_005993139.1 amylosucrase [Xanthomonas vesicatoria],0,0
4174,WP_024745639.1 amylosucrase [Xanthomonas oryzae],0,0
4175,WP_167709662.1 amylosucrase [Xanthomonas arboricola],0,0
4176,TPF97857.1 amylosucrase [Bifidobacterium sp. UTCIF-39],1,1
4177,MBD5133839.1 amylosucrase [Clostridiales bacterium],1,1
4178,WP_126967885.1 amylosucrase [Xanthomonas arboricola],0,0
4179,WP_117555443.1 amylosucrase [Coprococcus comes],1,1
4180,HCT92581.1 TPA: amylosucrase [Lachnospiraceae bacterium],1,1
4181,WP_195510043.1 alpha-amylase family protein [Coprococcus comes],1,1
4182,WP_173690700.1 amylosucrase [Coprococcus comes],1,1
4183,WP_075285342.1 DUF3459 domain-containing protein [Xanthomonas campestris],0,0
4184,PTW77827.1 maltopentaose-forming alpha-amylase [Massilia sp. GV016],0,0
4185,WP_173692589.1 amylosucrase [Coprococcus comes],1,1
4186,WP_184231389.1 alpha-amylase family protein [Xanthomonas arboricola],0,0
4187,RJW37716.1 amylosucrase [Clostridiales bacterium TF09-2AC],1,1
4188,WP_127159770.1 amylosucrase [Xanthomonas arboricola],0,0
4189,WP_168973472.1 amylosucrase [Bifidobacterium boum],1,1
4190,NLD29516.1 amylosucrase [Clostridiales bacterium],1,1
4191,WP_195368920.1 alpha-amylase family protein [Coprococcus comes],1,1
4192,WP_161143784.1 amylosucrase [Dorea sp. BIOML-A1],1,1
4193,CDF23670.1 putative uncharacterized protein [Clostridium clostridioforme CAG:511],1,1
4194,WP_187305916.1 DUF3459 domain-containing protein [Xanthomonas campestris],0,0
4195,HAS74931.1 TPA: hypothetical protein DCS67_12370 [Clostridiales bacterium UBA8960],1,1
4196,WP_195256578.1 amylosucrase [Dorea longicatena],1,1
4197,WP_195530644.1 alpha-amylase family protein [Fusicatenibacter saccharivorans],1,1
4198,WP_195412576.1 alpha-amylase family protein [Coprococcus comes],1,1
4199,WP_057570999.1 alpha-amylase family protein [Enterocloster clostridioformis],1,1
4200,RHV01673.1 amylosucrase [Blautia sp. OM07-19],1,1
4201,WP_184407665.1 alpha-amylase family protein [Xanthomonas campestris],0,0
4202,WP_019301402.1 amylosucrase [Xanthomonas oryzae],0,0
4203,WP_054265023.1 amylosucrase [Janthinobacterium sp. CG23_2],0,0
4204,WP_094662221.1 alpha-amylase family protein [Bifidobacterium tissieri],1,1
4205,"MBC7651707.1 alpha-amylase, partial [Deinococcales bacterium]",1,1
4206,WP_133993177.1 amylosucrase [Janthinobacterium sp. 75],0,0
4207,BBJ99527.1 amylosucrase [Xanthomonas campestris pv. campestris],0,0
4208,WP_195488739.1 alpha-amylase family protein [Coprococcus comes],1,1
4209,WP_172973882.1 DUF3459 domain-containing protein [Xanthomonas campestris],0,0
4210,TDY33468.1 maltopentaose-forming alpha-amylase [Janthinobacterium sp. 75],0,0
4211,WP_181160719.1 amylosucrase [Bifidobacterium sp. UTCIF-39],1,1
4212,WP_117822669.1 amylosucrase [Coprococcus comes],1,1
4213,WP_202962053.1 alpha-amylase family protein [Bifidobacterium biavatii],1,1
4214,WP_102253452.1 amylosucrase [Xanthomonas arboricola],0,0
4215,WP_173685754.1 amylosucrase [Coprococcus comes],1,1
4216,MBD8625419.1 amylosucrase [Oxalobacteraceae sp. CFBP 8753],0,0
4217,WP_078568413.1 MULTISPECIES: amylosucrase [Xanthomonas],0,0
4218,WP_101838606.1 amylosucrase [Xanthomonas oryzae],0,0
4219,WP_055297620.1 alpha-amylase family protein [Coprococcus comes],1,1
4220,WP_118639891.1 MULTISPECIES: alpha-amylase family protein [Lachnospiraceae],1,1
4221,WP_031424290.1 alpha-amylase family protein [Xanthomonas euvesicatoria],0,0
4222,WP_126941744.1 DUF3459 domain-containing protein [Xanthomonas sp. BRIP62409],0,0
4223,WP_040942238.1 DUF3459 domain-containing protein [Xanthomonas campestris],0,0
4224,WP_081643995.1 alpha-amylase family protein [Dorea sp. 5-2],1,1
4225,MBD8724831.1 amylosucrase [Oxalobacteraceae sp. CFBP 13708],0,0
4226,MBK9983924.1 alpha-glucosidase C-terminal domain-containing protein [Saprospiraceae bacterium],1,1
4227,WP_195371497.1 alpha-amylase family protein [Coprococcus comes],1,1
4228,MBE5871074.1 amylosucrase [Lachnospiraceae bacterium],1,1
4229,WP_173791307.1 amylosucrase [Dorea longicatena],1,1
4230,WP_078586139.1 amylosucrase [Xanthomonas axonopodis],0,0
4231,WP_027640549.1 alpha-amylase family protein [Enterocloster clostridioformis],1,1
4232,WP_055158555.1 alpha-amylase family protein [Coprococcus comes],1,1
4233,WP_080640025.1 DUF3459 domain-containing protein [Xanthomonas campestris],0,0
4234,HBJ52620.1 TPA: amylosucrase [Bifidobacterium dentium],1,1
4235,WP_122272351.1 alpha-amylase family protein [Xanthomonas axonopodis],0,0
4236,MBD8629855.1 amylosucrase [Oxalobacteraceae sp. CFBP 8755],0,0
4237,WP_104575317.1 amylosucrase [Xanthomonas arboricola],0,0
4238,WP_166774137.1 amylosucrase [Xanthomonas campestris],0,0
4239,WP_022558502.1 MULTISPECIES: alpha-amylase family protein [Xanthomonas],0,0
4240,WP_033506069.1 alpha-amylase family protein [Bifidobacterium porcinum],1,1
4241,GER00802.1 alpha-amlyase [Kordiimonadales bacterium JCM 17845],0,0
4242,WP_117890801.1 MULTISPECIES: amylosucrase [Clostridiales],1,1
4243,WP_127169709.1 DUF3459 domain-containing protein [Xanthomonas sp. BRIP62415],0,0
4244,WP_117598539.1 amylosucrase [Dorea longicatena],1,1
4245,WP_184621430.1 alpha-amylase family protein [Xanthomonas arboricola],0,0
4246,WP_092322366.1 amylosucrase [Butyrivibrio sp. YAB3001],1,1
4247,RKI81518.1 amylosucrase [bacterium 1xD42-87],1,1
4248,WP_048483639.1 amylosucrase [Xanthomonas oryzae],0,0
4249,WP_173735804.1 amylosucrase [Blautia faecis],1,1
4250,WP_104623692.1 alpha-amylase family protein [Xanthomonas arboricola],0,0
4251,WP_011407762.1 amylosucrase [Xanthomonas oryzae],0,0
4252,WP_130837780.1 alpha-amylase family protein [Lachnoclostridium sp. Marseille-P6806],1,1
4253,HBN56518.1 TPA: amylosucrase [Lachnospiraceae bacterium],1,1
4254,WP_163193609.1 amylosucrase [Bifidobacterium dentium],1,1
4255,HAE43814.1 TPA: hypothetical protein DCG34_13015 [Clostridiales bacterium],1,1
4256,WP_112482615.1 alpha-amylase family protein [Enterocloster clostridioformis],1,1
4257,WP_117812878.1 MULTISPECIES: alpha-amylase family protein [Lachnospiraceae],1,1
4258,WP_117760354.1 MULTISPECIES: alpha-amylase family protein [Lachnospiraceae],1,1
4259,WP_042838641.1 amylosucrase [Xanthomonas citri],0,0
4260,WP_128418263.1 DUF3459 domain-containing protein [Xanthomonas populi],0,0
4261,WP_057671568.1 DUF3459 domain-containing protein [Xanthomonas campestris],0,0
4262,WP_040244899.1 amylosucrase [Xanthomonas citri],0,0
4263,GFI49431.1 amylosucrase [Lachnospiraceae bacterium],1,1
4264,WP_034518572.1 MULTISPECIES: alpha-amylase family protein [Bifidobacterium],1,1
4265,WP_066731179.1 alpha-amylase family protein [Bariatricus massiliensis],1,1
4266,WP_007156392.1 alpha-glucosidase C-terminal domain-containing protein [Oribacterium sinus],1,1
4267,CEE70725.1 Amylosucrase or alpha amylase [Xanthomonas citri pv. citri],0,0
4268,SCI95648.1 Amylosucrase [uncultured Lachnospira sp.],1,1
4269,WP_021772970.1 alpha amylase catalytic domain protein [Oribacterium sp. oral taxon 078],1,1
4270,WP_195942328.1 amylosucrase [Mediterraneibacter faecis],1,1
4271,NCD05042.1 amylosucrase [Spirochaetia bacterium],1,1
4272,CDB64402.1 putative uncharacterized protein [Clostridium clostridioforme CAG:132],1,1
4273,RHQ56767.1 amylosucrase [Firmicutes bacterium AF25-13AC],1,1
4274,CEN59105.1 sucrose hydrolase [Xanthomonas campestris pv. campestris],0,0
4275,WP_119198156.1 alpha-amylase family protein [Blautia sp. AM47-4],1,1
4276,WP_090324984.1 DUF3459 domain-containing protein [Duganella sp. CF517],0,0
4277,KIR02372.1 Sucrose phosphorylase [Lachnospiraceae bacterium TWA4],1,1
4278,GFI57878.1 amylosucrase [Muribaculaceae bacterium],1,1
4279,AAW74352.1 Glycosidases [Xanthomonas oryzae pv. oryzae KACC 10331],0,0
4280,WP_196321093.1 alpha-amylase family protein [Bifidobacterium dentium],1,1
4281,"NLA92627.1 amylosucrase, partial [Spirochaetales bacterium]",1,1
4282,"EFE91531.1 alpha amylase, catalytic domain protein [Oribacterium sp. oral taxon 078 str. F0262]",1,1
4283,WP_107981520.1 MULTISPECIES: alpha-amylase family protein [unclassified Massilia],0,0
4284,WP_195250083.1 amylosucrase [Coprococcus comes],1,1
4285,"HAP75637.1 TPA: alpha-amylase, partial [Acidimicrobiaceae bacterium]",1,1
4286,WP_152355275.1 amylosucrase [Bifidobacterium apri],1,1
4287,MBE6045787.1 amylosucrase [Clostridiales bacterium],1,1
4288,PWM34052.1 amylosucrase [Clostridiales bacterium],1,1
4289,PTW24382.1 maltopentaose-forming alpha-amylase [Massilia sp. GV045],0,0
4290,WP_089111721.1 alpha-amylase family protein [Xanthomonas citri],0,0
4291,AHF24012.1 amylosucrase [uncultured bacterium Contig1756],1,1
4292,MBE5959515.1 amylosucrase [Lachnospiraceae bacterium],1,1
4293,EOS77651.1 hypothetical protein C819_00762 [Lachnospiraceae bacterium 10-1],1,1
4294,WP_080821838.1 alpha-amylase family protein [Bifidobacterium dentium],1,1
